 i1 j1 k1 i2 j2 k2   <i1j1k1|H|i2j2k2> 
  6  1  2  2  2  2     0.00018433
  7  1  2  2  2  2     0.00000919
  0  0  0  3  2  2    -0.00000052
  1  0  0  3  2  2    -0.00004468
  2  0  0  3  2  2     0.00002392
  3  0  0  3  2  2     0.00046022
  4  0  0  3  2  2     0.00001889
  5  0  0  3  2  2     0.00007646
  6  0  0  3  2  2    -0.00000160
  7  0  0  3  2  2     0.00000888
  8  0  0  3  2  2     0.00000084
  9  0  0  3  2  2    -0.00000021
 10  0  0  3  2  2     0.00000122
  0  1  0  3  2  2     0.00000201
  0  2  0  3  2  2    -0.00000364
  0  3  0  3  2  2    -0.00000230
  0  4  0  3  2  2     0.00000113
  0  5  0  3  2  2     0.00000041
  0  6  0  3  2  2    -0.00000012
  0  7  0  3  2  2     0.00000004
  0  8  0  3  2  2     0.00000002
  0  9  0  3  2  2    -0.00000001
  0 10  0  3  2  2    -0.00000001
  0  0  2  3  2  2    -0.00000974
  0  0  4  3  2  2    -0.00000119
  0  0  6  3  2  2    -0.00000024
  0  0  8  3  2  2    -0.00000002
  0  0 10  3  2  2     0.00000000
  1  1  0  3  2  2     0.00018351
  2  1  0  3  2  2    -0.00012445
  3  1  0  3  2  2    -0.00230943
  4  1  0  3  2  2    -0.00010446
  5  1  0  3  2  2    -0.00033619
  6  1  0  3  2  2     0.00000627
  7  1  0  3  2  2    -0.00003240
  8  1  0  3  2  2    -0.00000377
  9  1  0  3  2  2    -0.00000075
  1  2  0  3  2  2    -0.00039949
  2  2  0  3  2  2     0.00030828
  3  2  0  3  2  2    -0.00115723
  4  2  0  3  2  2     0.00024465
  5  2  0  3  2  2     0.00092062
  6  2  0  3  2  2    -0.00003204
  7  2  0  3  2  2     0.00006190
  8  2  0  3  2  2     0.00000865
  1  3  0  3  2  2    -0.00021884
  2  3  0  3  2  2     0.00014927
  3  3  0  3  2  2     0.00273474
  4  3  0  3  2  2     0.00012796
  5  3  0  3  2  2     0.00040063
  6  3  0  3  2  2    -0.00000759
  7  3  0  3  2  2     0.00003891
  1  4  0  3  2  2     0.00010087
  2  4  0  3  2  2    -0.00005506
  3  4  0  3  2  2    -0.00104350
  4  4  0  3  2  2    -0.00004470
  5  4  0  3  2  2    -0.00017290
  6  4  0  3  2  2     0.00000345
  1  5  0  3  2  2     0.00004454
  2  5  0  3  2  2    -0.00002062
  3  5  0  3  2  2    -0.00039091
  4  5  0  3  2  2    -0.00001588
  5  5  0  3  2  2    -0.00007336
  1  6  0  3  2  2    -0.00001960
  2  6  0  3  2  2     0.00000800
  3  6  0  3  2  2     0.00014985
  4  6  0  3  2  2     0.00000583
  1  7  0  3  2  2     0.00000872
  2  7  0  3  2  2    -0.00000323
  3  7  0  3  2  2    -0.00005929
  1  8  0  3  2  2     0.00000395
  2  8  0  3  2  2    -0.00000133
  1  9  0  3  2  2    -0.00000182
  1  0  2  3  2  2    -0.00043809
  2  0  2  3  2  2     0.00000406
  3  0  2  3  2  2     0.00053581
  4  0  2  3  2  2    -0.00009355
  5  0  2  3  2  2     0.00072176
  6  0  2  3  2  2     0.00001698
  7  0  2  3  2  2     0.00008162
  8  0  2  3  2  2     0.00000984
  1  0  4  3  2  2    -0.00012266
  2  0  4  3  2  2     0.00006181
  3  0  4  3  2  2     0.00114594
  4  0  4  3  2  2     0.00005049
  5  0  4  3  2  2     0.00018530
  6  0  4  3  2  2    -0.00000239
  1  0  6  3  2  2    -0.00001026
  2  0  6  3  2  2     0.00000466
  3  0  6  3  2  2     0.00006421
  4  0  6  3  2  2     0.00000349
  1  0  8  3  2  2    -0.00000073
  2  0  8  3  2  2     0.00000029
  0  1  2  3  2  2     0.00006573
  0  2  2  3  2  2    -0.00000266
  0  3  2  3  2  2    -0.00007830
  0  4  2  3  2  2     0.00002279
  0  5  2  3  2  2     0.00000716
  0  6  2  3  2  2    -0.00000253
  0  7  2  3  2  2     0.00000104
  0  8  2  3  2  2     0.00000047
  0  1  4  3  2  2     0.00000325
  0  2  4  3  2  2     0.00000845
  0  3  4  3  2  2    -0.00000362
  0  4  4  3  2  2     0.00000258
  0  5  4  3  2  2     0.00000104
  0  6  4  3  2  2    -0.00000033
  0  1  6  3  2  2     0.00000082
  0  2  6  3  2  2    -0.00000081
  0  3  6  3  2  2    -0.00000097
  0  4  6  3  2  2     0.00000055
  0  1  8  3  2  2     0.00000007
  0  2  8  3  2  2    -0.00000011
  1  1  2  3  2  2     0.00124918
  5  1  2  3  2  2    -0.00206131
  6  1  2  3  2  2    -0.00018939
  7  1  2  3  2  2    -0.00026655
  1  2  2  3  2  2    -0.00122779
  0  0  0  4  2  2     0.00000173
  1  0  0  4  2  2    -0.00000032
  2  0  0  4  2  2    -0.00005933
  3  0  0  4  2  2     0.00001956
  4  0  0  4  2  2     0.00043098
  5  0  0  4  2  2    -0.00001373
  6  0  0  4  2  2     0.00008789
  7  0  0  4  2  2     0.00000349
  8  0  0  4  2  2    -0.00001290
  9  0  0  4  2  2     0.00000046
 10  0  0  4  2  2     0.00000173
  0  1  0  4  2  2    -0.00000674
  0  2  0  4  2  2     0.00001254
  0  3  0  4  2  2     0.00000804
  0  4  0  4  2  2    -0.00000393
  0  5  0  4  2  2    -0.00000179
  0  6  0  4  2  2     0.00000082
  0  7  0  4  2  2    -0.00000039
  0  8  0  4  2  2    -0.00000019
  0  9  0  4  2  2     0.00000010
  0 10  0  4  2  2     0.00000006
  0  0  2  4  2  2     0.00001570
  0  0  4  4  2  2     0.00000472
  0  0  6  4  2  2     0.00000057
  0  0  8  4  2  2     0.00000005
  0  0 10  4  2  2    -0.00000001
  1  1  0  4  2  2     0.00000173
  2  1  0  4  2  2     0.00024577
  3  1  0  4  2  2    -0.00010915
  4  1  0  4  2  2    -0.00218415
  5  1  0  4  2  2     0.00008361
  6  1  0  4  2  2    -0.00039166
  7  1  0  4  2  2    -0.00001242
  8  1  0  4  2  2     0.00004351
  9  1  0  4  2  2    -0.00000957
  1  2  0  4  2  2    -0.00000342
  2  2  0  4  2  2    -0.00053997
  3  2  0  4  2  2     0.00027821
  4  2  0  4  2  2    -0.00146192
  5  2  0  4  2  2    -0.00019074
  6  2  0  4  2  2     0.00108970
  7  2  0  4  2  2     0.00004823
  8  2  0  4  2  2    -0.00008151
  1  3  0  4  2  2    -0.00000197
  2  3  0  4  2  2    -0.00029285
  3  3  0  4  2  2     0.00013125
  4  3  0  4  2  2     0.00258590
  5  3  0  4  2  2    -0.00010361
  6  3  0  4  2  2     0.00046654
  7  3  0  4  2  2     0.00001438
  1  4  0  4  2  2     0.00000074
  2  4  0  4  2  2     0.00013387
  3  4  0  4  2  2    -0.00004531
  4  4  0  4  2  2    -0.00097759
  5  4  0  4  2  2     0.00003313
  6  4  0  4  2  2    -0.00019911
  1  5  0  4  2  2     0.00000017
  2  5  0  4  2  2     0.00005859
  3  5  0  4  2  2    -0.00001601
  4  5  0  4  2  2    -0.00036290
  5  5  0  4  2  2     0.00001077
  1  6  0  4  2  2    -0.00000002
  2  6  0  4  2  2    -0.00002556
  3  6  0  4  2  2     0.00000586
  4  6  0  4  2  2     0.00013794
  1  7  0  4  2  2     0.00000001
  2  7  0  4  2  2     0.00001127
  3  7  0  4  2  2    -0.00000223
  1  8  0  4  2  2     0.00000002
  2  8  0  4  2  2     0.00000505
  1  9  0  4  2  2    -0.00000002
  1  0  2  4  2  2    -0.00001451
  2  0  2  4  2  2    -0.00058941
  3  0  2  4  2  2    -0.00009282
  4  0  2  4  2  2     0.00022580
  5  0  2  4  2  2     0.00019720
  6  0  2  4  2  2     0.00083709
  7  0  2  4  2  2    -0.00001303
  8  0  2  4  2  2    -0.00010494
  1  0  4  4  2  2    -0.00000047
  2  0  4  4  2  2    -0.00016288
  3  0  4  4  2  2     0.00004984
  4  0  4  4  2  2     0.00107086
  5  0  4  4  2  2    -0.00003762
  6  0  4  4  2  2     0.00021176
  1  0  6  4  2  2    -0.00000027
  2  0  6  4  2  2    -0.00001323
  3  0  6  4  2  2     0.00000346
  4  0  6  4  2  2     0.00005839
  1  0  8  4  2  2    -0.00000003
  2  0  8  4  2  2    -0.00000091
  0  1  2  4  2  2    -0.00005325
  0  2  2  4  2  2     0.00004462
  0  3  2  4  2  2     0.00006381
  0  4  2  4  2  2    -0.00003547
  0  5  2  4  2  2    -0.00001728
  0  6  2  4  2  2     0.00000817
  0  7  2  4  2  2    -0.00000387
  0  8  2  4  2  2    -0.00000185
  0  1  4  4  2  2    -0.00001798
  0  2  4  4  2  2     0.00003294
  0  3  4  4  2  2     0.00002150
  0  4  4  4  2  2    -0.00001074
  0  5  4  4  2  2    -0.00000498
  0  6  4  4  2  2     0.00000231
  0  1  6  4  2  2    -0.00000192
  0  2  6  4  2  2     0.00000346
  0  3  6  4  2  2     0.00000233
  0  4  6  4  2  2    -0.00000130
  0  1  8  4  2  2    -0.00000017
  0  2  8  4  2  2     0.00000030
  1  1  2  4  2  2     0.00011228
  2  1  2  4  2  2     0.00168189
  6  1  2  4  2  2    -0.00239181
  7  1  2  4  2  2     0.00021208
  1  2  2  4  2  2     0.00000701
  2  2  2  4  2  2    -0.00163564
  0  0  0  5  2  2     0.00000002
  1  0  0  5  2  2    -0.00000376
  2  0  0  5  2  2    -0.00000023
  3  0  0  5  2  2     0.00007173
  4  0  0  5  2  2    -0.00001466
  5  0  0  5  2  2     0.00040418
  6  0  0  5  2  2     0.00000886
  7  0  0  5  2  2     0.00009580
  8  0  0  5  2  2     0.00001587
  9  0  0  5  2  2     0.00002737
 10  0  0  5  2  2    -0.00000081
  0  1  0  5  2  2    -0.00000030
  0  2  0  5  2  2     0.00000067
  0  3  0  5  2  2     0.00000041
  0  4  0  5  2  2    -0.00000011
  0  5  0  5  2  2    -0.00000007
  0  6  0  5  2  2     0.00000007
  0  7  0  5  2  2    -0.00000005
  0  8  0  5  2  2    -0.00000003
  0  9  0  5  2  2     0.00000002
  0 10  0  5  2  2     0.00000001
  0  0  2  5  2  2     0.00000075
  0  0  4  5  2  2     0.00000009
  0  0  6  5  2  2     0.00000002
  0  0  8  5  2  2     0.00000000
  0  0 10  5  2  2     0.00000000
  1  1  0  5  2  2     0.00001407
  2  1  0  5  2  2    -0.00000029
  3  1  0  5  2  2    -0.00030023
  4  1  0  5  2  2     0.00009020
  5  1  0  5  2  2    -0.00206659
  6  1  0  5  2  2    -0.00006172
  7  1  0  5  2  2    -0.00043792
  8  1  0  5  2  2    -0.00004308
  9  1  0  5  2  2    -0.00006795
  1  2  0  5  2  2    -0.00002659
  2  2  0  5  2  2     0.00000099
  3  2  0  5  2  2     0.00066564
  4  2  0  5  2  2    -0.00023772
  5  2  0  5  2  2    -0.00175389
  6  2  0  5  2  2     0.00013069
  7  2  0  5  2  2     0.00124311
  8  2  0  5  2  2     0.00010752
  1  3  0  5  2  2    -0.00001692
  2  3  0  5  2  2     0.00000024
  3  3  0  5  2  2     0.00035742
  4  3  0  5  2  2    -0.00010891
  5  3  0  5  2  2     0.00244627
  6  3  0  5  2  2     0.00007748
  7  3  0  5  2  2     0.00052373
  1  4  0  5  2  2     0.00000856
  2  4  0  5  2  2     0.00000041
  3  4  0  5  2  2    -0.00016181
  4  4  0  5  2  2     0.00003423
  5  4  0  5  2  2    -0.00091677
  6  4  0  5  2  2    -0.00002102
  1  5  0  5  2  2     0.00000410
  2  5  0  5  2  2     0.00000043
  3  5  0  5  2  2    -0.00007007
  4  5  0  5  2  2     0.00001104
  5  5  0  5  2  2    -0.00033744
  1  6  0  5  2  2    -0.00000195
  2  6  0  5  2  2    -0.00000025
  3  6  0  5  2  2     0.00003028
  4  6  0  5  2  2    -0.00000363
  1  7  0  5  2  2     0.00000094
  2  7  0  5  2  2     0.00000010
  3  7  0  5  2  2    -0.00001325
  1  8  0  5  2  2     0.00000046
  2  8  0  5  2  2     0.00000003
  1  9  0  5  2  2    -0.00000024
  1  0  2  5  2  2    -0.00003391
  2  0  2  5  2  2     0.00001692
  3  0  2  5  2  2     0.00072181
  4  0  2  5  2  2     0.00019639
  5  0  2  5  2  2    -0.00006468
  6  0  2  5  2  2    -0.00030378
  7  0  2  5  2  2     0.00093636
  8  0  2  5  2  2     0.00002169
  1  0  4  5  2  2    -0.00001026
  2  0  4  5  2  2    -0.00000118
  3  0  4  5  2  2     0.00019703
  4  0  4  5  2  2    -0.00003645
  5  0  4  5  2  2     0.00100205
  6  0  4  5  2  2     0.00002460
  1  0  6  5  2  2    -0.00000122
  2  0  6  5  2  2     0.00000018
  3  0  6  5  2  2     0.00001557
  4  0  6  5  2  2    -0.00000223
  1  0  8  5  2  2    -0.00000011
  2  0  8  5  2  2     0.00000003
  0  1  2  5  2  2    -0.00000120
  0  2  2  5  2  2     0.00000345
  0  3  2  5  2  2     0.00000164
  0  4  2  5  2  2    -0.00000167
  0  5  2  5  2  2    -0.00000119
  0  6  2  5  2  2     0.00000070
  0  7  2  5  2  2    -0.00000036
  0  8  2  5  2  2    -0.00000018
  0  1  4  5  2  2    -0.00000080
  0  2  4  5  2  2     0.00000213
  0  3  4  5  2  2     0.00000108
  0  4  4  5  2  2    -0.00000034
  0  5  4  5  2  2    -0.00000024
  0  6  4  5  2  2     0.00000021
  0  1  6  5  2  2    -0.00000003
  0  2  6  5  2  2     0.00000003
  0  3  6  5  2  2     0.00000005
  0  4  6  5  2  2    -0.00000006
  0  1  8  5  2  2    -0.00000001
  0  2  8  5  2  2     0.00000001
  1  1  2  5  2  2     0.00011250
  2  1  2  5  2  2    -0.00015386
  3  1  2  5  2  2    -0.00206155
  7  1  2  5  2  2    -0.00267536
  1  2  2  5  2  2    -0.00009555
  2  2  2  5  2  2    -0.00002564
  3  2  2  5  2  2     0.00198412
  0  0  0  6  2  2     0.00000008
  1  0  0  6  2  2     0.00000024
  2  0  0  6  2  2    -0.00000618
  3  0  0  6  2  2    -0.00000109
  4  0  0  6  2  2     0.00008211
  5  0  0  6  2  2     0.00001007
  6  0  0  6  2  2     0.00038085
  7  0  0  6  2  2    -0.00000898
  8  0  0  6  2  2    -0.00007116
  9  0  0  6  2  2     0.00009592
 10  0  0  6  2  2    -0.00005536
  0  1  0  6  2  2    -0.00000049
  0  2  0  6  2  2     0.00000073
  0  3  0  6  2  2     0.00000053
  0  4  0  6  2  2    -0.00000016
  0  5  0  6  2  2     0.00000001
  0  6  0  6  2  2    -0.00000005
  0  7  0  6  2  2     0.00000003
  0  8  0  6  2  2     0.00000002
  0  9  0  6  2  2    -0.00000001
  0 10  0  6  2  2     0.00000000
  0  0  2  6  2  2     0.00000067
  0  0  4  6  2  2     0.00000022
  0  0  6  6  2  2     0.00000003
  0  0  8  6  2  2     0.00000000
  0  0 10  6  2  2     0.00000000
  1  1  0  6  2  2    -0.00000106
  2  1  0  6  2  2     0.00002273
  3  1  0  6  2  2     0.00000233
  4  1  0  6  2  2    -0.00034774
  5  1  0  6  2  2    -0.00007034
  6  1  0  6  2  2    -0.00195769
  7  1  0  6  2  2     0.00004239
  8  1  0  6  2  2     0.00041916
  9  1  0  6  2  2    -0.00024647
  1  2  0  6  2  2     0.00000202
  2  2  0  6  2  2    -0.00004342
  3  2  0  6  2  2    -0.00000364
  4  2  0  6  2  2     0.00077825
  5  2  0  6  2  2     0.00019196
  6  2  0  6  2  2    -0.00203419
  7  2  0  6  2  2    -0.00005680
  8  2  0  6  2  2    -0.00129652
  1  3  0  6  2  2     0.00000134
  2  3  0  6  2  2    -0.00002738
  3  3  0  6  2  2    -0.00000288
  4  3  0  6  2  2     0.00041376
  5  3  0  6  2  2     0.00008497
  6  3  0  6  2  2     0.00231502
  7  3  0  6  2  2    -0.00004635
  1  4  0  6  2  2    -0.00000060
  2  4  0  6  2  2     0.00001401
  3  4  0  6  2  2     0.00000225
  4  4  0  6  2  2    -0.00018557
  5  4  0  6  2  2    -0.00002266
  6  4  0  6  2  2    -0.00085951
  1  5  0  6  2  2    -0.00000034
  2  5  0  6  2  2     0.00000681
  3  5  0  6  2  2     0.00000136
  4  5  0  6  2  2    -0.00007959
  5  5  0  6  2  2    -0.00000571
  1  6  0  6  2  2     0.00000022
  2  6  0  6  2  2    -0.00000325
  3  6  0  6  2  2    -0.00000066
  4  6  0  6  2  2     0.00003418
  1  7  0  6  2  2    -0.00000012
  2  7  0  6  2  2     0.00000156
  3  7  0  6  2  2     0.00000029
  1  8  0  6  2  2    -0.00000006
  2  8  0  6  2  2     0.00000075
  1  9  0  6  2  2     0.00000003
  1  0  2  6  2  2     0.00000227
  2  0  2  6  2  2    -0.00005623
  3  0  2  6  2  2     0.00001698
  4  0  2  6  2  2     0.00083715
  5  0  2  6  2  2    -0.00030290
  6  0  2  6  2  2    -0.00033928
  7  0  2  6  2  2     0.00042687
  8  0  2  6  2  2    -0.00097764
  1  0  4  6  2  2     0.00000068
  2  0  4  6  2  2    -0.00001674
  3  0  4  6  2  2    -0.00000366
  4  0  4  6  2  2     0.00022609
  5  0  4  6  2  2     0.00002286
  6  0  4  6  2  2     0.00093864
  1  0  6  6  2  2     0.00000009
  2  0  6  6  2  2    -0.00000193
  3  0  6  6  2  2    -0.00000001
  4  0  6  6  2  2     0.00001738
  1  0  8  6  2  2     0.00000001
  2  0  8  6  2  2    -0.00000017
  0  1  2  6  2  2    -0.00000347
  0  2  2  6  2  2     0.00000199
  0  3  2  6  2  2     0.00000401
  0  4  2  6  2  2    -0.00000151
  0  5  2  6  2  2    -0.00000043
  0  6  2  6  2  2     0.00000010
  0  7  2  6  2  2    -0.00000001
  0  8  2  6  2  2     0.00000002
  0  1  4  6  2  2    -0.00000124
  0  2  4  6  2  2     0.00000178
  0  3  4  6  2  2     0.00000134
  0  4  4  6  2  2    -0.00000047
  0  5  4  6  2  2    -0.00000002
  0  6  4  6  2  2    -0.00000008
  0  1  6  6  2  2    -0.00000009
  0  2  6  6  2  2     0.00000019
  0  3  6  6  2  2     0.00000012
  0  4  6  6  2  2    -0.00000008
  0  1  8  6  2  2    -0.00000001
  0  2  8  6  2  2     0.00000001
  1  1  2  6  2  2    -0.00000432
  2  1  2  6  2  2     0.00018434
  3  1  2  6  2  2    -0.00018940
  4  1  2  6  2  2    -0.00239208
  1  2  2  6  2  2     0.00000927
  2  2  2  6  2  2    -0.00015719
  3  2  2  6  2  2    -0.00005263
  4  2  2  6  2  2     0.00227977
  0  0  0  1  3  2     0.00000787
  1  0  0  1  3  2     0.00015704
  2  0  0  1  3  2     0.00000807
  3  0  0  1  3  2    -0.00001613
  4  0  0  1  3  2     0.00000002
  5  0  0  1  3  2    -0.00000142
  6  0  0  1  3  2     0.00000013
  7  0  0  1  3  2    -0.00000005
  8  0  0  1  3  2     0.00000001
  9  0  0  1  3  2    -0.00000001
 10  0  0  1  3  2     0.00000006
  0  1  0  1  3  2    -0.00004180
  0  2  0  1  3  2     0.00014041
  0  3  0  1  3  2     0.00027555
  0  4  0  1  3  2    -0.00015819
  0  5  0  1  3  2    -0.00007098
  0  6  0  1  3  2     0.00003109
  0  7  0  1  3  2    -0.00001368
  0  8  0  1  3  2    -0.00000618
  0  9  0  1  3  2     0.00000287
  0 10  0  1  3  2     0.00000152
  0  0  2  1  3  2     0.00005523
  0  0  4  1  3  2     0.00002077
  0  0  6  1  3  2     0.00000182
  0  0  8  1  3  2     0.00000013
  0  0 10  1  3  2    -0.00000001
  1  1  0  1  3  2    -0.00087621
  2  1  0  1  3  2    -0.00004402
  3  1  0  1  3  2     0.00007870
  4  1  0  1  3  2     0.00000010
  5  1  0  1  3  2     0.00000627
  6  1  0  1  3  2    -0.00000044
  7  1  0  1  3  2     0.00000041
  8  1  0  1  3  2     0.00000000
  9  1  0  1  3  2     0.00000009
  1  2  0  1  3  2     0.00305965
  2  2  0  1  3  2     0.00015417
  3  2  0  1  3  2    -0.00024256
  4  2  0  1  3  2     0.00000044
  5  2  0  1  3  2    -0.00001685
  6  2  0  1  3  2     0.00000143
  7  2  0  1  3  2    -0.00000128
  8  2  0  1  3  2    -0.00000026
  1  3  0  1  3  2    -0.00060873
  2  3  0  1  3  2     0.00030183
  3  3  0  1  3  2    -0.00054026
  4  3  0  1  3  2     0.00001083
  5  3  0  1  3  2    -0.00002692
  6  3  0  1  3  2     0.00000259
  7  3  0  1  3  2    -0.00000168
  1  4  0  1  3  2    -0.00341650
  2  4  0  1  3  2    -0.00017580
  3  4  0  1  3  2     0.00027280
  4  4  0  1  3  2    -0.00000060
  5  4  0  1  3  2     0.00001909
  6  4  0  1  3  2    -0.00000168
  1  5  0  1  3  2    -0.00147879
  2  5  0  1  3  2    -0.00007594
  3  5  0  1  3  2     0.00013266
  4  5  0  1  3  2     0.00000015
  5  5  0  1  3  2     0.00001063
  1  6  0  1  3  2     0.00061737
  2  6  0  1  3  2     0.00003235
  3  6  0  1  3  2    -0.00006247
  4  6  0  1  3  2    -0.00000002
  1  7  0  1  3  2    -0.00026002
  2  7  0  1  3  2    -0.00001398
  3  7  0  1  3  2     0.00002926
  1  8  0  1  3  2    -0.00011184
  2  8  0  1  3  2    -0.00000622
  1  9  0  1  3  2     0.00004932
  1  0  2  1  3  2     0.00034125
  2  0  2  1  3  2     0.00004473
  3  0  2  1  3  2    -0.00016218
  4  0  2  1  3  2    -0.00000308
  5  0  2  1  3  2    -0.00001323
  6  0  2  1  3  2     0.00000117
  7  0  2  1  3  2    -0.00000060
  8  0  2  1  3  2    -0.00000008
  1  0  4  1  3  2     0.00039326
  2  0  4  1  3  2     0.00002125
  3  0  4  1  3  2    -0.00004036
  4  0  4  1  3  2    -0.00000021
  5  0  4  1  3  2    -0.00000391
  6  0  4  1  3  2     0.00000035
  1  0  6  1  3  2     0.00002345
  2  0  6  1  3  2     0.00000177
  3  0  6  1  3  2    -0.00000346
  4  0  6  1  3  2    -0.00000010
  1  0  8  1  3  2     0.00000113
  2  0  8  1  3  2     0.00000011
  0  1  2  1  3  2    -0.00020752
  0  5  2  1  3  2    -0.00033411
  0  6  2  1  3  2     0.00020609
  0  7  2  1  3  2    -0.00010587
  0  8  2  1  3  2    -0.00005139
  0  1  4  1  3  2    -0.00010978
  0  2  4  1  3  2     0.00036470
  0  3  4  1  3  2     0.00069768
  0  4  4  1  3  2    -0.00040281
  0  5  4  1  3  2    -0.00018255
  0  6  4  1  3  2     0.00008037
  0  1  6  1  3  2    -0.00000923
  0  2  6  1  3  2     0.00002800
  0  3  6  1  3  2     0.00005056
  0  4  6  1  3  2    -0.00003110
  0  1  8  1  3  2    -0.00000065
  0  2  8  1  3  2     0.00000200
  1  1  2  1  3  2    -0.00202011
  2  1  2  1  3  2    -0.00013415
  3  1  2  1  3  2     0.00072374
  4  1  2  1  3  2     0.00002472
  5  1  2  1  3  2     0.00005643
  6  1  2  1  3  2    -0.00000378
  7  1  2  1  3  2     0.00000313
  3  2  2  1  3  2    -0.00146634
  4  2  2  1  3  2    -0.00013394
  5  2  2  1  3  2    -0.00013505
  6  2  2  1  3  2     0.00000554
  0  0  0  2  3  2    -0.00000950
  1  0  0  2  3  2     0.00000813
  2  0  0  2  3  2     0.00014520
  3  0  0  2  3  2     0.00000690
  4  0  0  2  3  2    -0.00002127
  5  0  0  2  3  2    -0.00000027
  6  0  0  2  3  2    -0.00000238
  7  0  0  2  3  2    -0.00000027
  8  0  0  2  3  2     0.00000015
  9  0  0  2  3  2    -0.00000007
 10  0  0  2  3  2     0.00000000
  0  1  0  2  3  2     0.00004536
  0  2  0  2  3  2    -0.00013315
  0  3  0  2  3  2    -0.00024265
  0  4  0  2  3  2     0.00014966
  0  5  0  2  3  2     0.00007635
  0  6  0  2  3  2    -0.00003675
  0  7  0  2  3  2     0.00001745
  0  8  0  2  3  2     0.00000833
  0  9  0  2  3  2    -0.00000403
  0 10  0  2  3  2    -0.00000222
  0  0  2  2  3  2    -0.00009855
  0  0  4  2  3  2    -0.00002569
  0  0  6  2  3  2    -0.00000225
  0  0  8  2  3  2    -0.00000017
  0  0 10  2  3  2     0.00000001
  1  1  0  2  3  2    -0.00004439
  2  1  0  2  3  2    -0.00081964
  3  1  0  2  3  2    -0.00003921
  4  1  0  2  3  2     0.00010485
  5  1  0  2  3  2     0.00000099
  6  1  0  2  3  2     0.00001028
  7  1  0  2  3  2     0.00000100
  8  1  0  2  3  2    -0.00000082
  9  1  0  2  3  2     0.00000035
  1  2  0  2  3  2     0.00015582
  2  2  0  2  3  2     0.00289255
  3  2  0  2  3  2     0.00014427
  4  2  0  2  3  2    -0.00032628
  5  2  0  2  3  2    -0.00000331
  6  2  0  2  3  2    -0.00002730
  7  2  0  2  3  2    -0.00000280
  8  2  0  2  3  2     0.00000225
  1  3  0  2  3  2     0.00031182
  2  3  0  2  3  2    -0.00093861
  3  3  0  2  3  2     0.00028094
  4  3  0  2  3  2    -0.00073740
  5  3  0  2  3  2    -0.00002030
  6  3  0  2  3  2    -0.00004418
  7  3  0  2  3  2    -0.00000507
  1  4  0  2  3  2    -0.00017581
  2  4  0  2  3  2    -0.00322884
  3  4  0  2  3  2    -0.00016530
  4  4  0  2  3  2     0.00036670
  5  4  0  2  3  2     0.00000385
  6  4  0  2  3  2     0.00003099
  1  5  0  2  3  2    -0.00007573
  2  5  0  2  3  2    -0.00138375
  3  5  0  2  3  2    -0.00006821
  4  5  0  2  3  2     0.00017663
  5  5  0  2  3  2     0.00000161
  1  6  0  2  3  2     0.00003223
  2  6  0  2  3  2     0.00057172
  3  6  0  2  3  2     0.00002796
  4  6  0  2  3  2    -0.00008241
  1  7  0  2  3  2    -0.00001392
  2  7  0  2  3  2    -0.00023841
  3  7  0  2  3  2    -0.00001167
  1  8  0  2  3  2    -0.00000619
  2  8  0  2  3  2    -0.00010160
  1  9  0  2  3  2     0.00000283
  1  0  2  2  3  2     0.00004488
  2  0  2  2  3  2     0.00021494
  3  0  2  2  3  2     0.00002054
  4  0  2  2  3  2    -0.00021658
  5  0  2  2  3  2     0.00000278
  6  0  2  2  3  2    -0.00002199
  7  0  2  2  3  2    -0.00000228
  8  0  2  2  3  2     0.00000138
  1  0  4  2  3  2     0.00002132
  2  0  4  2  3  2     0.00036260
  3  0  4  2  3  2     0.00001826
  4  0  4  2  3  2    -0.00005286
  5  0  4  2  3  2    -0.00000031
  6  0  4  2  3  2    -0.00000646
  1  0  6  2  3  2     0.00000177
  2  0  6  2  3  2     0.00002089
  3  0  6  2  3  2     0.00000142
  4  0  6  2  3  2    -0.00000437
  1  0  8  2  3  2     0.00000011
  2  0  8  2  3  2     0.00000096
  0  1  2  2  3  2     0.00043729
  0  2  2  2  3  2    -0.00088733
  0  3  2  2  3  2    -0.00087295
  0  4  2  2  3  2     0.00098255
  0  5  2  2  3  2     0.00072545
  0  6  2  2  3  2    -0.00037781
  0  7  2  2  3  2     0.00018295
  0  8  2  2  3  2     0.00008752
  0  1  4  2  3  2     0.00012464
  0  2  4  2  3  2    -0.00037924
  0  3  4  2  3  2    -0.00082402
  0  4  4  2  3  2     0.00042617
  0  5  4  2  3  2     0.00020986
  0  6  4  2  3  2    -0.00009950
  0  1  6  2  3  2     0.00001067
  0  2  6  2  3  2    -0.00003051
  0  3  6  2  3  2    -0.00005994
  0  4  6  2  3  2     0.00003427
  0  1  8  2  3  2     0.00000078
  0  2  8  2  3  2    -0.00000223
  1  1  2  2  3  2    -0.00013501
  2  1  2  2  3  2    -0.00144902
  3  1  2  2  3  2     0.00000079
  4  1  2  2  3  2     0.00097343
  5  1  2  2  3  2    -0.00002905
  6  1  2  2  3  2     0.00009348
  7  1  2  2  3  2     0.00000779
  4  2  2  2  3  2    -0.00197095
  5  2  2  2  3  2     0.00018362
  6  2  2  2  3  2    -0.00022127
  0  0  0  3  3  2    -0.00000013
  1  0  0  3  3  2    -0.00001553
  2  0  0  3  3  2     0.00000701
  3  0  0  3  3  2     0.00013439
