 i1 j1 k1 i2 j2 k2   <i1j1k1|H|i2j2k2> 
  2  1  0  1  2  4    -0.00000643
  3  1  0  1  2  4     0.00001092
  4  1  0  1  2  4     0.00000021
  5  1  0  1  2  4     0.00000107
  6  1  0  1  2  4    -0.00000005
  7  1  0  1  2  4     0.00000009
  8  1  0  1  2  4     0.00000000
  9  1  0  1  2  4     0.00000001
  1  2  0  1  2  4    -0.00002224
  2  2  0  1  2  4     0.00001397
  3  2  0  1  2  4    -0.00002587
  4  2  0  1  2  4     0.00000000
  5  2  0  1  2  4    -0.00000192
  6  2  0  1  2  4     0.00000010
  7  2  0  1  2  4    -0.00000017
  8  2  0  1  2  4     0.00000001
  1  3  0  1  2  4     0.00011707
  2  3  0  1  2  4     0.00000768
  3  3  0  1  2  4    -0.00001299
  4  3  0  1  2  4    -0.00000024
  5  3  0  1  2  4    -0.00000129
  6  3  0  1  2  4     0.00000007
  7  3  0  1  2  4    -0.00000011
  1  4  0  1  2  4    -0.00004734
  2  4  0  1  2  4    -0.00000331
  3  4  0  1  2  4     0.00000606
  4  4  0  1  2  4     0.00000015
  5  4  0  1  2  4     0.00000071
  6  4  0  1  2  4    -0.00000005
  1  5  0  1  2  4    -0.00001843
  2  5  0  1  2  4    -0.00000135
  3  5  0  1  2  4     0.00000266
  4  5  0  1  2  4     0.00000007
  5  5  0  1  2  4     0.00000035
  1  6  0  1  2  4     0.00000702
  2  6  0  1  2  4     0.00000054
  3  6  0  1  2  4    -0.00000114
  4  6  0  1  2  4    -0.00000003
  1  7  0  1  2  4    -0.00000264
  2  7  0  1  2  4    -0.00000022
  3  7  0  1  2  4     0.00000049
  1  8  0  1  2  4    -0.00000099
  2  8  0  1  2  4    -0.00000009
  1  9  0  1  2  4     0.00000038
  1  0  2  1  2  4     0.00131588
  2  0  2  1  2  4     0.00006813
  3  0  2  1  2  4    -0.00012261
  4  0  2  1  2  4    -0.00000047
  5  0  2  1  2  4    -0.00001025
  6  0  2  1  2  4     0.00000068
  7  0  2  1  2  4    -0.00000072
  8  0  2  1  2  4     0.00000000
  1  0  4  1  2  4     0.00268616
  2  0  4  1  2  4     0.00016300
  3  0  4  1  2  4    -0.00056554
  4  0  4  1  2  4    -0.00001634
  5  0  4  1  2  4    -0.00004618
  6  0  4  1  2  4     0.00000307
  1  0  6  1  2  4     0.00212036
  2  0  6  1  2  4     0.00011470
  3  0  6  1  2  4    -0.00019380
  4  0  6  1  2  4    -0.00000231
  1  0  8  1  2  4     0.00016184
  2  0  8  1  2  4     0.00001178
  0  1  2  1  2  4    -0.00030331
  0  2  2  1  2  4     0.00070872
  0  3  2  1  2  4     0.00036244
  0  4  2  1  2  4    -0.00014836
  0  5  2  1  2  4    -0.00005986
  0  6  2  1  2  4     0.00002453
  0  7  2  1  2  4    -0.00001038
  0  8  2  1  2  4    -0.00000453
  0  4  4  1  2  4    -0.00044393
  0  5  4  1  2  4    -0.00022319
  0  6  4  1  2  4     0.00010158
  0  1  6  1  2  4    -0.00050650
  0  2  6  1  2  4     0.00115432
  0  3  6  1  2  4     0.00059371
  0  4  6  1  2  4    -0.00024505
  0  1  8  1  2  4    -0.00005012
  0  2  8  1  2  4     0.00010701
  1  1  2  1  2  4    -0.00643562
  2  1  2  1  2  4    -0.00033115
  3  1  2  1  2  4     0.00052373
  4  1  2  1  2  4     0.00000043
  5  1  2  1  2  4     0.00003778
  6  1  2  1  2  4    -0.00000290
  7  1  2  1  2  4     0.00000306
  1  2  2  1  2  4    -0.00129144
  2  2  2  1  2  4     0.00077613
  3  2  2  1  2  4    -0.00137601
  4  2  2  1  2  4     0.00002549
  5  2  2  1  2  4    -0.00007018
  6  2  2  1  2  4     0.00000645
  1  3  2  1  2  4     0.00762416
  2  3  2  1  2  4     0.00040026
  3  3  2  1  2  4    -0.00062486
  4  3  2  1  2  4    -0.00000023
  5  3  2  1  2  4    -0.00004545
  1  4  2  1  2  4    -0.00297809
  2  4  2  1  2  4    -0.00015748
  3  4  2  1  2  4     0.00027712
  4  4  2  1  2  4     0.00000108
  1  5  2  1  2  4    -0.00114053
  2  5  2  1  2  4    -0.00006181
  3  5  2  1  2  4     0.00012022
  1  6  2  1  2  4     0.00044478
  2  6  2  1  2  4     0.00002486
  1  7  2  1  2  4    -0.00017816
  3  1  4  1  2  4     0.00174705
  4  1  4  1  2  4     0.00012134
  5  1  4  1  2  4     0.00015734
  0  0  0  2  2  4    -0.00000165
  1  0  0  2  2  4     0.00000147
  2  0  0  2  2  4     0.00001921
  3  0  0  2  2  4     0.00000123
  4  0  0  2  2  4    -0.00000350
  5  0  0  2  2  4     0.00000004
  6  0  0  2  2  4    -0.00000049
  7  0  0  2  2  4    -0.00000005
  8  0  0  2  2  4     0.00000007
  9  0  0  2  2  4     0.00000000
 10  0  0  2  2  4    -0.00000001
  0  1  0  2  2  4     0.00000642
  0  2  0  2  2  4    -0.00001352
  0  3  0  2  2  4    -0.00000765
  0  4  0  2  2  4     0.00000370
  0  5  0  2  2  4     0.00000166
  0  6  0  2  2  4    -0.00000073
  0  7  0  2  2  4     0.00000032
  0  8  0  2  2  4     0.00000015
  0  9  0  2  2  4    -0.00000007
  0 10  0  2  2  4    -0.00000004
  0  0  2  2  2  4    -0.00007114
  0  0  4  2  2  4    -0.00034314
  0  0  6  2  2  4    -0.00012499
  0  0  8  2  2  4    -0.00001369
  0  0 10  2  2  4     0.00000120
  1  1  0  2  2  4    -0.00000645
  2  1  0  2  2  4    -0.00009111
  3  1  0  2  2  4    -0.00000565
  4  1  0  2  2  4     0.00001434
  5  1  0  2  2  4    -0.00000009
  6  1  0  2  2  4     0.00000172
  7  1  0  2  2  4     0.00000014
  8  1  0  2  2  4    -0.00000020
  9  1  0  2  2  4     0.00000003
  1  2  0  2  2  4     0.00001423
  2  2  0  2  2  4    -0.00003991
  3  2  0  2  2  4     0.00001234
  4  2  0  2  2  4    -0.00003464
  5  2  0  2  2  4    -0.00000039
  6  2  0  2  2  4    -0.00000310
  7  2  0  2  2  4    -0.00000027
  8  2  0  2  2  4     0.00000034
  1  3  0  2  2  4     0.00000769
  2  3  0  2  2  4     0.00010773
  3  3  0  2  2  4     0.00000676
  4  3  0  2  2  4    -0.00001704
  5  3  0  2  2  4     0.00000010
  6  3  0  2  2  4    -0.00000207
  7  3  0  2  2  4    -0.00000018
  1  4  0  2  2  4    -0.00000331
  2  4  0  2  2  4    -0.00004293
  3  4  0  2  2  4    -0.00000278
  4  4  0  2  2  4     0.00000783
  5  4  0  2  2  4    -0.00000010
  6  4  0  2  2  4     0.00000111
  1  5  0  2  2  4    -0.00000135
  2  5  0  2  2  4    -0.00001649
  3  5  0  2  2  4    -0.00000109
  4  5  0  2  2  4     0.00000338
  5  5  0  2  2  4    -0.00000004
  1  6  0  2  2  4     0.00000054
  2  6  0  2  2  4     0.00000619
  3  6  0  2  2  4     0.00000042
  4  6  0  2  2  4    -0.00000143
  1  7  0  2  2  4    -0.00000022
  2  7  0  2  2  4    -0.00000228
  3  7  0  2  2  4    -0.00000016
  1  8  0  2  2  4    -0.00000009
  2  8  0  2  2  4    -0.00000083
  1  9  0  2  2  4     0.00000004
  1  0  2  2  2  4     0.00006867
  2  0  2  2  2  4     0.00122756
  3  0  2  2  2  4     0.00006024
  4  0  2  2  2  4    -0.00016282
  5  0  2  2  2  4    -0.00000118
  6  0  2  2  2  4    -0.00001674
  7  0  2  2  2  4    -0.00000160
  8  0  2  2  2  4     0.00000146
  1  0  4  2  2  4     0.00016389
  2  0  4  2  2  4     0.00224740
  3  0  4  2  2  4     0.00007473
  4  0  4  2  2  4    -0.00075696
  5  0  4  2  2  4     0.00001740
  6  0  4  2  2  4    -0.00007617
  1  0  6  2  2  4     0.00011496
  2  0  6  2  2  4     0.00197339
  3  0  6  2  2  4     0.00010201
  4  0  6  2  2  4    -0.00025566
  1  0  8  2  2  4     0.00001178
  2  0  8  2  2  4     0.00014600
  0  1  2  2  2  4     0.00028941
  0  2  2  2  2  4    -0.00062134
  0  3  2  2  2  4    -0.00034515
  0  4  2  2  2  4     0.00016059
  0  5  2  2  2  4     0.00007125
  0  6  2  2  2  4    -0.00003146
  0  7  2  2  2  4     0.00001406
  0  8  2  2  2  4     0.00000640
  0  1  4  2  2  4     0.00106057
  0  2  4  2  2  4    -0.00127434
  0  3  4  2  2  4    -0.00125165
  0  4  4  2  2  4     0.00076656
  0  5  4  2  2  4     0.00036110
  0  6  4  2  2  4    -0.00016195
  0  1  6  2  2  4     0.00052711
  0  2  6  2  2  4    -0.00135007
  0  3  6  2  2  4    -0.00062850
  0  4  6  2  2  4     0.00028230
  0  1  8  2  2  4     0.00005450
  0  2  8  2  2  4    -0.00012543
  1  1  2  2  2  4    -0.00033447
  2  1  2  2  2  4    -0.00607331
  3  1  2  2  2  4    -0.00030809
  4  1  2  2  2  4     0.00070311
  5  1  2  2  2  4     0.00000568
  6  1  2  2  2  4     0.00006105
  7  1  2  2  2  4     0.00000592
  1  2  2  2  2  4     0.00080106
  2  2  2  2  2  4    -0.00213551
  3  2  2  2  2  4     0.00072259
  4  2  2  2  2  4    -0.00187673
  5  2  2  2  2  4    -0.00004911
  6  2  2  2  2  4    -0.00011472
  1  3  2  2  2  4     0.00040033
  2  3  2  2  2  4     0.00719252
  3  3  2  2  2  4     0.00037418
  4  3  2  2  2  4    -0.00083822
  5  3  2  2  2  4    -0.00000709
  1  4  2  2  2  4    -0.00015709
  2  4  2  2  2  4    -0.00277911
  3  4  2  2  2  4    -0.00014034
  4  4  2  2  2  4     0.00036779
  1  5  2  2  2  4    -0.00006161
  2  5  2  2  2  4    -0.00105263
  3  5  2  2  2  4    -0.00005296
  1  6  2  2  2  4     0.00002477
  2  6  2  2  2  4     0.00040621
  1  7  2  2  2  4    -0.00001030
  4  1  4  2  2  4     0.00234115
  5  1  4  2  2  4    -0.00015967
  0  0  0  3  2  4    -0.00000007
  1  0  0  3  2  4    -0.00000263
  2  0  0  3  2  4     0.00000124
  3  0  0  3  2  4     0.00001746
  4  0  0  3  2  4     0.00000091
  5  0  0  3  2  4     0.00000412
  6  0  0  3  2  4     0.00000000
  7  0  0  3  2  4     0.00000067
  8  0  0  3  2  4     0.00000015
  9  0  0  3  2  4     0.00000017
 10  0  0  3  2  4     0.00000001
  0  1  0  3  2  4     0.00000024
  0  2  0  3  2  4    -0.00000040
  0  3  0  3  2  4    -0.00000028
  0  4  0  3  2  4     0.00000015
  0  5  0  3  2  4     0.00000006
  0  6  0  3  2  4    -0.00000003
  0  7  0  3  2  4     0.00000001
  0  8  0  3  2  4     0.00000001
  0  9  0  3  2  4     0.00000000
  0 10  0  3  2  4     0.00000000
  0  0  2  3  2  4    -0.00000154
  0  0  4  3  2  4    -0.00001182
  0  0  6  3  2  4    -0.00000229
  0  0  8  3  2  4    -0.00000054
  0  0 10  3  2  4     0.00000007
  1  1  0  3  2  4     0.00001039
  2  1  0  3  2  4    -0.00000571
  3  1  0  3  2  4    -0.00008396
  4  1  0  3  2  4    -0.00000451
  5  1  0  3  2  4    -0.00001717
  6  1  0  3  2  4     0.00000011
  7  1  0  3  2  4    -0.00000239
  8  1  0  3  2  4    -0.00000041
  9  1  0  3  2  4    -0.00000039
  1  2  0  3  2  4    -0.00002213
  2  2  0  3  2  4     0.00001290
  3  2  0  3  2  4    -0.00005645
  4  2  0  3  2  4     0.00000979
  5  2  0  3  2  4     0.00004233
  6  2  0  3  2  4    -0.00000092
  7  2  0  3  2  4     0.00000432
  8  2  0  3  2  4     0.00000070
  1  3  0  3  2  4    -0.00001236
  2  3  0  3  2  4     0.00000682
  3  3  0  3  2  4     0.00009926
  4  3  0  3  2  4     0.00000542
  5  3  0  3  2  4     0.00002038
  6  3  0  3  2  4    -0.00000014
  7  3  0  3  2  4     0.00000286
  1  4  0  3  2  4     0.00000590
  2  4  0  3  2  4    -0.00000279
  3  4  0  3  2  4    -0.00003902
  4  4  0  3  2  4    -0.00000208
  5  4  0  3  2  4    -0.00000923
  6  4  0  3  2  4     0.00000001
  1  5  0  3  2  4     0.00000261
  2  5  0  3  2  4    -0.00000110
  3  5  0  3  2  4    -0.00001482
  4  5  0  3  2  4    -0.00000077
  5  5  0  3  2  4    -0.00000394
  1  6  0  3  2  4    -0.00000113
  2  6  0  3  2  4     0.00000042
  3  6  0  3  2  4     0.00000549
  4  6  0  3  2  4     0.00000028
  1  7  0  3  2  4     0.00000049
  2  7  0  3  2  4    -0.00000016
  3  7  0  3  2  4    -0.00000199
  1  8  0  3  2  4     0.00000022
  2  8  0  3  2  4    -0.00000006
  1  9  0  3  2  4    -0.00000010
  1  0  2  3  2  4    -0.00011618
  2  0  2  3  2  4     0.00006129
  3  0  2  3  2  4     0.00114575
  4  0  2  3  2  4     0.00004803
  5  0  2  3  2  4     0.00019696
  6  0  2  3  2  4    -0.00000366
  7  0  2  3  2  4     0.00002374
  8  0  2  3  2  4     0.00000331
  1  0  4  3  2  4    -0.00056559
  2  0  4  3  2  4     0.00007582
  3  0  4  3  2  4     0.00183312
  4  0  4  3  2  4    -0.00003451
  5  0  4  3  2  4     0.00092233
  6  0  4  3  2  4     0.00001511
  1  0  6  3  2  4    -0.00020409
  2  0  6  3  2  4     0.00010168
  3  0  6  3  2  4     0.00183795
  4  0  6  3  2  4     0.00008240
  1  0  8  3  2  4    -0.00002177
  2  0  8  3  2  4     0.00000977
  0  1  2  3  2  4     0.00000589
  0  2  2  3  2  4    -0.00001057
  0  3  2  3  2  4    -0.00000678
  0  4  2  3  2  4     0.00000338
  0  5  2  3  2  4     0.00000128
  0  6  2  3  2  4    -0.00000041
  0  7  2  3  2  4     0.00000015
  0  8  2  3  2  4     0.00000008
  0  1  4  3  2  4     0.00007419
  0  2  4  3  2  4    -0.00002383
  0  3  4  3  2  4    -0.00008812
  0  4  4  3  2  4     0.00002741
  0  5  4  3  2  4     0.00000894
  0  6  4  3  2  4    -0.00000314
  0  1  6  3  2  4     0.00000654
  0  2  6  3  2  4     0.00001099
  0  3  6  3  2  4    -0.00000740
  0  4  6  3  2  4     0.00000500
  0  1  8  3  2  4     0.00000179
  0  2  8  3  2  4    -0.00000191
  1  1  2  3  2  4     0.00047485
  2  1  2  3  2  4    -0.00031521
  3  1  2  3  2  4    -0.00573116
  4  1  2  3  2  4    -0.00026291
  5  1  2  3  2  4    -0.00086127
  6  1  2  3  2  4     0.00001492
  7  1  2  3  2  4    -0.00008669
  1  2  2  3  2  4    -0.00102936
  2  2  2  3  2  4     0.00077459
  3  2  2  3  2  4    -0.00294887
  4  2  2  3  2  4     0.00061147
  5  2  2  3  2  4     0.00233636
  6  2  2  3  2  4    -0.00007863
  1  3  2  3  2  4    -0.00056610
  2  3  2  3  2  4     0.00037794
  3  3  2  3  2  4     0.00678559
  4  3  2  3  2  4     0.00032164
  5  3  2  3  2  4     0.00102592
  1  4  2  3  2  4     0.00026205
  2  4  2  3  2  4    -0.00014082
  3  4  2  3  2  4    -0.00259498
  4  4  2  3  2  4    -0.00011329
  1  5  2  3  2  4     0.00011575
  2  5  2  3  2  4    -0.00005299
  3  5  2  3  2  4    -0.00097288
  1  6  2  3  2  4    -0.00005082
  2  6  2  3  2  4     0.00002055
  1  7  2  3  2  4     0.00002255
  1  1  4  3  2  4     0.00174730
  5  1  4  3  2  4    -0.00285719
  1  2  4  3  2  4    -0.00207943
  0  0  0  4  2  4     0.00000015
  1  0  0  4  2  4    -0.00000007
  2  0  0  4  2  4    -0.00000340
  3  0  0  4  2  4     0.00000093
  4  0  0  4  2  4     0.00001591
  5  0  0  4  2  4    -0.00000058
  6  0  0  4  2  4     0.00000464
  7  0  0  4  2  4     0.00000002
  8  0  0  4  2  4    -0.00000054
  9  0  0  4  2  4     0.00000087
 10  0  0  4  2  4    -0.00000044
  0  1  0  4  2  4    -0.00000049
  0  2  0  4  2  4     0.00000090
  0  3  0  4  2  4     0.00000060
  0  4  0  4  2  4    -0.00000033
  0  5  0  4  2  4    -0.00000017
  0  6  0  4  2  4     0.00000008
  0  7  0  4  2  4    -0.00000004
  0  8  0  4  2  4    -0.00000002
  0  9  0  4  2  4     0.00000001
  0 10  0  4  2  4     0.00000001
  0  0  2  4  2  4     0.00000473
  0  0  4  4  2  4     0.00002136
  0  0  6  4  2  4     0.00000824
  0  0  8  4  2  4     0.00000125
  0  0 10  4  2  4    -0.00000014
  1  1  0  4  2  4     0.00000026
  2  1  0  4  2  4     0.00001360
  3  1  0  4  2  4    -0.00000462
  4  1  0  4  2  4    -0.00007750
  5  1  0  4  2  4     0.00000326
  6  1  0  4  2  4    -0.00001953
  7  1  0  4  2  4    -0.00000032
  8  1  0  4  2  4     0.00000249
  9  1  0  4  2  4    -0.00000206
  1  2  0  4  2  4    -0.00000038
  2  2  0  4  2  4    -0.00002937
  3  2  0  4  2  4     0.00001068
  4  2  0  4  2  4    -0.00007185
  5  2  0  4  2  4    -0.00000688
  6  2  0  4  2  4     0.00004917
  7  2  0  4  2  4     0.00000155
  8  2  0  4  2  4    -0.00000485
  1  3  0  4  2  4    -0.00000030
  2  3  0  4  2  4    -0.00001615
  3  3  0  4  2  4     0.00000552
  4  3  0  4  2  4     0.00009161
  5  3  0  4  2  4    -0.00000396
  6  3  0  4  2  4     0.00002316
  7  3  0  4  2  4     0.00000041
  1  4  0  4  2  4     0.00000017
  2  4  0  4  2  4     0.00000760
  3  4  0  4  2  4    -0.00000210
  4  4  0  4  2  4    -0.00003557
  5  4  0  4  2  4     0.00000134
  6  4  0  4  2  4    -0.00001037
  1  5  0  4  2  4     0.00000007
  2  5  0  4  2  4     0.00000331
  3  5  0  4  2  4    -0.00000078
  4  5  0  4  2  4    -0.00001336
  5  5  0  4  2  4     0.00000044
  1  6  0  4  2  4    -0.00000003
  2  6  0  4  2  4    -0.00000140
  3  6  0  4  2  4     0.00000028
  4  6  0  4  2  4     0.00000490
  1  7  0  4  2  4     0.00000001
  2  7  0  4  2  4     0.00000060
  3  7  0  4  2  4    -0.00000009
  1  8  0  4  2  4     0.00000001
  2  8  0  4  2  4     0.00000026
  1  9  0  4  2  4     0.00000000
  1  0  2  4  2  4    -0.00000112
  2  0  2  4  2  4    -0.00015375
  3  0  2  4  2  4     0.00004968
  4  0  2  4  2  4     0.00107061
  5  0  2  4  2  4    -0.00003442
  6  0  2  4  2  4     0.00022600
  7  0  2  4  2  4     0.00000742
  8  0  2  4  2  4    -0.00002947
  1  0  4  4  2  4    -0.00001634
  2  0  4  4  2  4    -0.00075703
  3  0  4  4  2  4    -0.00003326
  4  0  4  4  2  4     0.00144600
  5  0  4  4  2  4     0.00015170
  6  0  4  4  2  4     0.00106466
  1  0  6  4  2  4    -0.00000128
  2  0  6  4  2  4    -0.00027015
  3  0  6  4  2  4     0.00008134
  4  0  6  4  2  4     0.00171411
  1  0  8  4  2  4    -0.00000061
  2  0  8  4  2  4    -0.00002799
  0  1  2  4  2  4    -0.00001805
  0  2  2  4  2  4     0.00003349
  0  3  2  4  2  4     0.00002159
  0  4  2  4  2  4    -0.00001076
  0  5  2  4  2  4    -0.00000499
  0  6  2  4  2  4     0.00000231
  0  7  2  4  2  4    -0.00000111
  0  8  2  4  2  4    -0.00000055
  0  1  4  4  2  4    -0.00007452
  0  2  4  4  2  4     0.00008404
  0  3  4  4  2  4     0.00008929
  0  4  4  4  2  4    -0.00004836
  0  5  4  4  2  4    -0.00002334
  0  6  4  4  2  4     0.00001100
  0  1  6  4  2  4    -0.00003084
  0  2  6  4  2  4     0.00005634
  0  3  6  4  2  4     0.00003694
  0  4  6  4  2  4    -0.00001876
  0  1  8  4  2  4    -0.00000419
  0  2  8  4  2  4     0.00000751
  1  1  2  4  2  4     0.00000538
  2  1  2  4  2  4     0.00063423
  3  1  2  4  2  4    -0.00027438
  4  1  2  4  2  4    -0.00541011
  5  1  2  4  2  4     0.00020850
  6  1  2  4  2  4    -0.00100111
  7  1  2  4  2  4    -0.00002925
  1  2  2  4  2  4    -0.00001014
  2  2  2  4  2  4    -0.00138827
  3  2  2  4  2  4     0.00069422
  4  2  2  4  2  4    -0.00372795
  5  2  2  4  2  4    -0.00047233
  6  2  2  4  2  4     0.00276074
  1  3  2  4  2  4    -0.00000615
  2  3  2  4  2  4    -0.00075544
  3  3  2  4  2  4     0.00032987
  4  3  2  4  2  4     0.00640436
  5  3  2  4  2  4    -0.00025812
  1  4  2  4  2  4     0.00000259
  2  4  2  4  2  4     0.00034656
  3  4  2  4  2  4    -0.00011484
  4  4  2  4  2  4    -0.00242583
  1  5  2  4  2  4     0.00000079
  2  5  2  4  2  4     0.00015161
  3  5  2  4  2  4    -0.00004075
  1  6  2  4  2  4    -0.00000021
  2  6  2  4  2  4    -0.00006592
  1  7  2  4  2  4     0.00000010
  1  1  4  4  2  4     0.00012134
  2  1  4  4  2  4     0.00234149
  1  2  4  4  2  4    -0.00002105
  2  2  4  4  2  4    -0.00275676
  0  0  0  1  3  4     0.00000048
  1  0  0  1  3  4     0.00000641
  2  0  0  1  3  4     0.00000047
  3  0  0  1  3  4    -0.00000093
  4  0  0  1  3  4    -0.00000002
  5  0  0  1  3  4    -0.00000012
  6  0  0  1  3  4     0.00000001
  7  0  0  1  3  4    -0.00000001
  8  0  0  1  3  4     0.00000000
  9  0  0  1  3  4     0.00000000
 10  0  0  1  3  4     0.00000000
  0  1  0  1  3  4    -0.00000242
  0  2  0  1  3  4     0.00000733
  0  3  0  1  3  4     0.00001338
  0  4  0  1  3  4    -0.00000822
  0  5  0  1  3  4    -0.00000405
  0  6  0  1  3  4     0.00000185
  0  7  0  1  3  4    -0.00000083
  0  8  0  1  3  4    -0.00000037
  0  9  0  1  3  4     0.00000016
  0 10  0  1  3  4     0.00000008
  0  0  2  1  3  4     0.00002055
  0  0  4  1  3  4     0.00007893
  0  0  6  1  3  4     0.00003473
  0  0  8  1  3  4     0.00000386
  0  0 10  1  3  4    -0.00000033
  1  1  0  1  3  4    -0.00003504
  2  1  0  1  3  4    -0.00000243
  3  1  0  1  3  4     0.00000448
  4  1  0  1  3  4     0.00000011
  5  1  0  1  3  4     0.00000052
  6  1  0  1  3  4    -0.00000004
  7  1  0  1  3  4     0.00000005
  8  1  0  1  3  4     0.00000001
  9  1  0  1  3  4     0.00000000
  1  2  0  1  3  4     0.00011706
  2  2  0  1  3  4     0.00000761
  3  2  0  1  3  4    -0.00001299
  4  2  0  1  3  4    -0.00000024
  5  2  0  1  3  4    -0.00000129
  6  2  0  1  3  4     0.00000007
  7  2  0  1  3  4    -0.00000011
  8  2  0  1  3  4     0.00000000
  1  3  0  1  3  4    -0.00002500
  2  3  0  1  3  4     0.00001391
  3  3  0  1  3  4    -0.00002607
  4  3  0  1  3  4    -0.00000003
  5  3  0  1  3  4    -0.00000201
  6  3  0  1  3  4     0.00000011
  7  3  0  1  3  4    -0.00000018
  1  4  0  1  3  4    -0.00013055
  2  4  0  1  3  4    -0.00000857
  3  4  0  1  3  4     0.00001457
  4  4  0  1  3  4     0.00000026
  5  4  0  1  3  4     0.00000146
  6  4  0  1  3  4    -0.00000008
  1  5  0  1  3  4    -0.00005840
  2  5  0  1  3  4    -0.00000409
  3  5  0  1  3  4     0.00000748
  4  5  0  1  3  4     0.00000018
  5  5  0  1  3  4     0.00000088
  1  6  0  1  3  4     0.00002484
  2  6  0  1  3  4     0.00000182
  3  6  0  1  3  4    -0.00000358
  4  6  0  1  3  4    -0.00000009
  1  7  0  1  3  4    -0.00001025
  2  7  0  1  3  4    -0.00000079
  3  7  0  1  3  4     0.00000166
  1  8  0  1  3  4    -0.00000415
  2  8  0  1  3  4    -0.00000034
